sample_id,simulation_id,scenario_id,scenario_type,vehicle_mix,incident_flag,incident_start_s,incident_severity,signal_program,junction_id,approach_id,timestamp_s,queue_5m,queue_10m,program_id,phase_elapsed_s,is_all_red,platoon_distance_m,vehicle_count,halting_count,queue_length_m_lag_150s,mean_speed_mps_lag_150s,occupancy_pct_lag_150s,outflow_vehicles_30s_lag_150s,upstream_outflow_vehicles_30s_lag_150s,downstream_junction_queue_length_m_lag_150s,signal_phase_index_lag_150s,is_green_lag_150s,is_yellow_lag_150s,phase_remaining_s_lag_150s,platoon_eta_s_lag_150s,queue_length_m_lag_120s,mean_speed_mps_lag_120s,occupancy_pct_lag_120s,outflow_vehicles_30s_lag_120s,upstream_outflow_vehicles_30s_lag_120s,downstream_junction_queue_length_m_lag_120s,signal_phase_index_lag_120s,is_green_lag_120s,is_yellow_lag_120s,phase_remaining_s_lag_120s,platoon_eta_s_lag_120s,queue_length_m_lag_90s,mean_speed_mps_lag_90s,occupancy_pct_lag_90s,outflow_vehicles_30s_lag_90s,upstream_outflow_vehicles_30s_lag_90s,downstream_junction_queue_length_m_lag_90s,signal_phase_index_lag_90s,is_green_lag_90s,is_yellow_lag_90s,phase_remaining_s_lag_90s,platoon_eta_s_lag_90s,queue_length_m_lag_60s,mean_speed_mps_lag_60s,occupancy_pct_lag_60s,outflow_vehicles_30s_lag_60s,upstream_outflow_vehicles_30s_lag_60s,downstream_junction_queue_length_m_lag_60s,signal_phase_index_lag_60s,is_green_lag_60s,is_yellow_lag_60s,phase_remaining_s_lag_60s,platoon_eta_s_lag_60s,queue_length_m_lag_30s,mean_speed_mps_lag_30s,occupancy_pct_lag_30s,outflow_vehicles_30s_lag_30s,upstream_outflow_vehicles_30s_lag_30s,downstream_junction_queue_length_m_lag_30s,signal_phase_index_lag_30s,is_green_lag_30s,is_yellow_lag_30s,phase_remaining_s_lag_30s,platoon_eta_s_lag_30s,queue_length_m,mean_speed_mps,occupancy_pct,outflow_vehicles_30s,upstream_outflow_vehicles_30s,downstream_junction_queue_length_m,signal_phase_index,is_green,is_yellow,phase_remaining_s,platoon_eta_s,upstream_arrival_minus_local_outflow,queue_growth_150s,queue_growth_60s,speed_change_150s,occupancy_change_150s,downstream_queue_growth_150s,split
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_30,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,30.0,26.4101,35.74,0,30.0,0,0.0,1,0,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_60,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,60.0,7.7852,32.8332,0,14.5,0,0.0,4,4,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,4.3,7.884,8.0818,16,0,25.6449,2,0,0,24.0,0.0,-16,4.3,4.3,0.4062,7.3756,15.1449,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_90,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,90.0,35.1647,35.74,0,5.5,0,0.0,10,9,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,4.3,7.884,8.0818,16,0,25.6449,2,0,0,24.0,0.0,7.649,1.1413,30.5851,15,0,41.478,3,0,0,0.0,0.0,-15,7.649,7.649,-6.3365,29.8789,30.978,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_120,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,120.0,35.74,35.74,0,29.5,0,0.0,3,0,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,4.3,7.884,8.0818,16,0,25.6449,2,0,0,24.0,0.0,7.649,1.1413,30.5851,15,0,41.478,3,0,0,0.0,0.0,0.0,9.3903,6.2851,34,0,15.8099,0,1,0,24.0,0.0,-34,0.0,-4.3,1.9125,5.5789,5.3099,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_150,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,150.0,35.74,35.74,0,5.5,0,0.0,3,0,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,4.3,7.884,8.0818,16,0,25.6449,2,0,0,24.0,0.0,7.649,1.1413,30.5851,15,0,41.478,3,0,0,0.0,0.0,0.0,9.3903,6.2851,34,0,15.8099,0,1,0,24.0,0.0,0.0,11.9447,2.8413,15,0,17.2605,1,0,1,0.0,0.0,-15,0.0,-7.649,4.4669,2.1351,6.7605,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_180,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,180.0,32.9393,29.431,0,29.5,0,0.0,14,12,0.0,7.4778,0.7062,1,0,10.5,0,1,0,9.0,0.0,4.3,7.884,8.0818,16,0,25.6449,2,0,0,24.0,0.0,7.649,1.1413,30.5851,15,0,41.478,3,0,0,0.0,0.0,0.0,9.3903,6.2851,34,0,15.8099,0,1,0,24.0,0.0,0.0,11.9447,2.8413,15,0,17.2605,1,0,1,0.0,0.0,8.6177,1.9266,35.8258,33,0,48.2818,2,0,0,9.0,0.0,-33,8.6177,8.6177,-5.5512,35.1196,37.7818,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_210,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,210.0,35.74,35.74,0,14.5,0,0.0,18,18,4.3,7.884,8.0818,16,0,25.6449,2,0,0,24.0,0.0,7.649,1.1413,30.5851,15,0,41.478,3,0,0,0.0,0.0,0.0,9.3903,6.2851,34,0,15.8099,0,1,0,24.0,0.0,0.0,11.9447,2.8413,15,0,17.2605,1,0,1,0.0,0.0,8.6177,1.9266,35.8258,33,0,48.2818,2,0,0,9.0,0.0,35.74,0.8761,47.8974,39,0,48.1093,0,1,0,39.0,0.0,-39,31.44,35.74,-7.0079,39.8156,22.4644,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_240,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,240.0,35.74,35.74,0,44.5,0,0.0,12,4,7.649,1.1413,30.5851,15,0,41.478,3,0,0,0.0,0.0,0.0,9.3903,6.2851,34,0,15.8099,0,1,0,24.0,0.0,0.0,11.9447,2.8413,15,0,17.2605,1,0,1,0.0,0.0,8.6177,1.9266,35.8258,33,0,48.2818,2,0,0,9.0,0.0,35.74,0.8761,47.8974,39,0,48.1093,0,1,0,39.0,0.0,8.2082,4.0482,21.693,38,0,26.8846,0,1,0,9.0,0.0,-38,0.5592,-0.4095,2.9069,-8.8921,-14.5934,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_270,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,270.0,29.2068,35.74,0,14.5,0,0.0,11,9,0.0,9.3903,6.2851,34,0,15.8099,0,1,0,24.0,0.0,0.0,11.9447,2.8413,15,0,17.2605,1,0,1,0.0,0.0,8.6177,1.9266,35.8258,33,0,48.2818,2,0,0,9.0,0.0,35.74,0.8761,47.8974,39,0,48.1093,0,1,0,39.0,0.0,8.2082,4.0482,21.693,38,0,26.8846,0,1,0,9.0,0.0,12.3134,3.1127,27.7043,50,0,39.2111,2,0,0,24.0,0.0,-50,12.3134,-23.4266,-6.2776,21.4192,23.4012,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_300,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,300.0,35.74,35.6241,0,5.5,0,0.0,15,14,0.0,11.9447,2.8413,15,0,17.2605,1,0,1,0.0,0.0,8.6177,1.9266,35.8258,33,0,48.2818,2,0,0,9.0,0.0,35.74,0.8761,47.8974,39,0,48.1093,0,1,0,39.0,0.0,8.2082,4.0482,21.693,38,0,26.8846,0,1,0,9.0,0.0,12.3134,3.1127,27.7043,50,0,39.2111,2,0,0,24.0,0.0,35.74,0.3007,44.9572,57,0,48.7212,3,0,0,0.0,0.0,-57,35.74,27.5318,-11.644,42.1159,31.4607,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_330,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,330.0,35.74,35.74,0,29.5,0,0.0,14,11,8.6177,1.9266,35.8258,33,0,48.2818,2,0,0,9.0,0.0,35.74,0.8761,47.8974,39,0,48.1093,0,1,0,39.0,0.0,8.2082,4.0482,21.693,38,0,26.8846,0,1,0,9.0,0.0,12.3134,3.1127,27.7043,50,0,39.2111,2,0,0,24.0,0.0,35.74,0.3007,44.9572,57,0,48.7212,3,0,0,0.0,0.0,26.4101,3.7721,21.6343,28,0,50.2939,0,1,0,24.0,0.0,-28,17.7924,14.0967,1.8455,-14.1915,2.0121,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_360,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,360.0,32.8332,35.74,0,5.5,0,0.0,14,11,35.74,0.8761,47.8974,39,0,48.1093,0,1,0,39.0,0.0,8.2082,4.0482,21.693,38,0,26.8846,0,1,0,9.0,0.0,12.3134,3.1127,27.7043,50,0,39.2111,2,0,0,24.0,0.0,35.74,0.3007,44.9572,57,0,48.7212,3,0,0,0.0,0.0,26.4101,3.7721,21.6343,28,0,50.2939,0,1,0,24.0,0.0,7.7852,3.3412,33.4499,20,0,56.939,1,0,1,0.0,0.0,-20,-27.9548,-27.9548,2.4651,-14.4475,8.8297,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_390,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,390.0,35.74,35.6241,0,29.5,0,0.0,17,17,8.2082,4.0482,21.693,38,0,26.8846,0,1,0,9.0,0.0,12.3134,3.1127,27.7043,50,0,39.2111,2,0,0,24.0,0.0,35.74,0.3007,44.9572,57,0,48.7212,3,0,0,0.0,0.0,26.4101,3.7721,21.6343,28,0,50.2939,0,1,0,24.0,0.0,7.7852,3.3412,33.4499,20,0,56.939,1,0,1,0.0,0.0,35.1647,0.2391,55.6402,18,0,56.939,2,0,0,9.0,0.0,-18,26.9565,8.7546,-3.8091,33.9472,30.0544,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_420,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,420.0,35.74,35.6241,0,14.5,0,0.0,18,18,12.3134,3.1127,27.7043,50,0,39.2111,2,0,0,24.0,0.0,35.74,0.3007,44.9572,57,0,48.7212,3,0,0,0.0,0.0,26.4101,3.7721,21.6343,28,0,50.2939,0,1,0,24.0,0.0,7.7852,3.3412,33.4499,20,0,56.939,1,0,1,0.0,0.0,35.1647,0.2391,55.6402,18,0,56.939,2,0,0,9.0,0.0,35.74,0.265,54.3858,26,0,56.939,0,1,0,39.0,0.0,-26,23.4266,27.9548,-2.8477,26.6815,17.7279,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_450,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,450.0,35.74,35.6241,0,44.5,0,0.0,16,10,35.74,0.3007,44.9572,57,0,48.7212,3,0,0,0.0,0.0,26.4101,3.7721,21.6343,28,0,50.2939,0,1,0,24.0,0.0,7.7852,3.3412,33.4499,20,0,56.939,1,0,1,0.0,0.0,35.1647,0.2391,55.6402,18,0,56.939,2,0,0,9.0,0.0,35.74,0.265,54.3858,26,0,56.939,0,1,0,39.0,0.0,35.74,2.0864,35.6687,37,0,56.939,0,1,0,9.0,0.0,-37,0.0,0.5753,1.7857,-9.2885,8.2178,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_480,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,480.0,29.431,35.6241,0,14.5,0,0.0,26,24,26.4101,3.7721,21.6343,28,0,50.2939,0,1,0,24.0,0.0,7.7852,3.3412,33.4499,20,0,56.939,1,0,1,0.0,0.0,35.1647,0.2391,55.6402,18,0,56.939,2,0,0,9.0,0.0,35.74,0.265,54.3858,26,0,56.939,0,1,0,39.0,0.0,35.74,2.0864,35.6687,37,0,56.939,0,1,0,9.0,0.0,32.9393,0.4589,44.4997,24,0,46.2806,2,0,0,24.0,0.0,-24,6.5292,-2.8007,-3.3132,22.8654,-4.0133,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_510,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,510.0,35.74,35.6241,0,5.5,0,0.0,35,36,7.7852,3.3412,33.4499,20,0,56.939,1,0,1,0.0,0.0,35.1647,0.2391,55.6402,18,0,56.939,2,0,0,9.0,0.0,35.74,0.265,54.3858,26,0,56.939,0,1,0,39.0,0.0,35.74,2.0864,35.6687,37,0,56.939,0,1,0,9.0,0.0,32.9393,0.4589,44.4997,24,0,46.2806,2,0,0,24.0,0.0,35.74,0.0857,53.2087,22,0,56.939,3,0,0,0.0,0.0,-22,27.9548,0.0,-3.2555,19.7588,0.0,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_540,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,540.0,35.74,35.6241,0,29.5,0,0.0,34,35,35.1647,0.2391,55.6402,18,0,56.939,2,0,0,9.0,0.0,35.74,0.265,54.3858,26,0,56.939,0,1,0,39.0,0.0,35.74,2.0864,35.6687,37,0,56.939,0,1,0,9.0,0.0,32.9393,0.4589,44.4997,24,0,46.2806,2,0,0,24.0,0.0,35.74,0.0857,53.2087,22,0,56.939,3,0,0,0.0,0.0,35.74,0.4007,46.7038,16,0,49.3311,0,1,0,24.0,0.0,-16,0.5753,2.8007,0.1616,-8.9364,-7.6079,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_570,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,570.0,35.74,35.6241,0,5.5,0,0.0,23,18,35.74,0.265,54.3858,26,0,56.939,0,1,0,39.0,0.0,35.74,2.0864,35.6687,37,0,56.939,0,1,0,9.0,0.0,32.9393,0.4589,44.4997,24,0,46.2806,2,0,0,24.0,0.0,35.74,0.0857,53.2087,22,0,56.939,3,0,0,0.0,0.0,35.74,0.4007,46.7038,16,0,49.3311,0,1,0,24.0,0.0,29.2068,0.9395,37.4585,31,0,40.8114,1,0,1,0.0,0.0,-31,-6.5332,-6.5332,0.6745,-16.9273,-16.1276,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_600,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,600.0,35.6241,35.6241,0,29.5,0,0.0,24,25,35.74,2.0864,35.6687,37,0,56.939,0,1,0,9.0,0.0,32.9393,0.4589,44.4997,24,0,46.2806,2,0,0,24.0,0.0,35.74,0.0857,53.2087,22,0,56.939,3,0,0,0.0,0.0,35.74,0.4007,46.7038,16,0,49.3311,0,1,0,24.0,0.0,29.2068,0.9395,37.4585,31,0,40.8114,1,0,1,0.0,0.0,35.74,0.1375,48.1504,18,0,51.9122,2,0,0,9.0,0.0,-18,0.0,0.0,-1.9489,12.4817,-5.0268,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_630,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,630.0,35.74,35.6241,0,14.5,0,0.0,25,26,32.9393,0.4589,44.4997,24,0,46.2806,2,0,0,24.0,0.0,35.74,0.0857,53.2087,22,0,56.939,3,0,0,0.0,0.0,35.74,0.4007,46.7038,16,0,49.3311,0,1,0,24.0,0.0,29.2068,0.9395,37.4585,31,0,40.8114,1,0,1,0.0,0.0,35.74,0.1375,48.1504,18,0,51.9122,2,0,0,9.0,0.0,35.74,0.0681,50.3078,24,0,51.1083,0,1,0,39.0,0.0,-24,2.8007,6.5332,-0.3908,5.8081,4.8277,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_660,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,660.0,35.74,35.74,0,44.5,0,0.0,21,20,35.74,0.0857,53.2087,22,0,56.939,3,0,0,0.0,0.0,35.74,0.4007,46.7038,16,0,49.3311,0,1,0,24.0,0.0,29.2068,0.9395,37.4585,31,0,40.8114,1,0,1,0.0,0.0,35.74,0.1375,48.1504,18,0,51.9122,2,0,0,9.0,0.0,35.74,0.0681,50.3078,24,0,51.1083,0,1,0,39.0,0.0,32.8332,1.1697,40.9637,21,0,40.3083,0,1,0,9.0,0.0,-21,-2.9068,-2.9068,1.084,-12.245,-16.6307,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_690,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,690.0,35.6241,35.74,0,14.5,0,0.0,20,18,35.74,0.4007,46.7038,16,0,49.3311,0,1,0,24.0,0.0,29.2068,0.9395,37.4585,31,0,40.8114,1,0,1,0.0,0.0,35.74,0.1375,48.1504,18,0,51.9122,2,0,0,9.0,0.0,35.74,0.0681,50.3078,24,0,51.1083,0,1,0,39.0,0.0,32.8332,1.1697,40.9637,21,0,40.3083,0,1,0,9.0,0.0,35.74,1.0334,43.197,29,0,29.0464,2,0,0,24.0,0.0,-29,0.0,0.0,0.6327,-3.5068,-20.2847,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_720,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,720.0,35.6241,35.74,0,5.5,0,0.0,29,28,29.2068,0.9395,37.4585,31,0,40.8114,1,0,1,0.0,0.0,35.74,0.1375,48.1504,18,0,51.9122,2,0,0,9.0,0.0,35.74,0.0681,50.3078,24,0,51.1083,0,1,0,39.0,0.0,32.8332,1.1697,40.9637,21,0,40.3083,0,1,0,9.0,0.0,35.74,1.0334,43.197,29,0,29.0464,2,0,0,24.0,0.0,35.74,0.1037,60.4121,24,0,33.2083,3,0,0,0.0,0.0,-24,6.5332,2.9068,-0.8358,22.9536,-7.6031,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_750,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,750.0,35.6241,35.74,0,29.5,0,0.0,30,29,35.74,0.1375,48.1504,18,0,51.9122,2,0,0,9.0,0.0,35.74,0.0681,50.3078,24,0,51.1083,0,1,0,39.0,0.0,32.8332,1.1697,40.9637,21,0,40.3083,0,1,0,9.0,0.0,35.74,1.0334,43.197,29,0,29.0464,2,0,0,24.0,0.0,35.74,0.1037,60.4121,24,0,33.2083,3,0,0,0.0,0.0,35.74,0.4727,49.1268,14,0,41.4169,0,1,0,24.0,0.0,-14,0.0,0.0,0.3352,0.9764,-10.4953,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_780,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,780.0,35.6241,35.74,0,5.5,0,0.0,19,14,35.74,0.0681,50.3078,24,0,51.1083,0,1,0,39.0,0.0,32.8332,1.1697,40.9637,21,0,40.3083,0,1,0,9.0,0.0,35.74,1.0334,43.197,29,0,29.0464,2,0,0,24.0,0.0,35.74,0.1037,60.4121,24,0,33.2083,3,0,0,0.0,0.0,35.74,0.4727,49.1268,14,0,41.4169,0,1,0,24.0,0.0,29.431,1.5142,35.5643,37,0,41.4031,1,0,1,0.0,0.0,-37,-6.309,-6.309,1.4461,-14.7435,-9.7052,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_810,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,810.0,35.6241,35.74,0,29.5,0,0.0,25,26,32.8332,1.1697,40.9637,21,0,40.3083,0,1,0,9.0,0.0,35.74,1.0334,43.197,29,0,29.0464,2,0,0,24.0,0.0,35.74,0.1037,60.4121,24,0,33.2083,3,0,0,0.0,0.0,35.74,0.4727,49.1268,14,0,41.4169,0,1,0,24.0,0.0,29.431,1.5142,35.5643,37,0,41.4031,1,0,1,0.0,0.0,35.74,0.2477,46.3962,29,0,34.5555,2,0,0,9.0,0.0,-29,2.9068,0.0,-0.922,5.4325,-5.7528,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_840,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,840.0,35.6241,35.74,0,14.5,0,0.0,28,29,35.74,1.0334,43.197,29,0,29.0464,2,0,0,24.0,0.0,35.74,0.1037,60.4121,24,0,33.2083,3,0,0,0.0,0.0,35.74,0.4727,49.1268,14,0,41.4169,0,1,0,24.0,0.0,29.431,1.5142,35.5643,37,0,41.4031,1,0,1,0.0,0.0,35.74,0.2477,46.3962,29,0,34.5555,2,0,0,9.0,0.0,35.74,0.0377,50.2646,20,0,32.9157,0,1,0,39.0,0.0,-20,0.0,6.309,-0.9957,7.0676,3.8693,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_870,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,870.0,35.6241,35.74,0,44.5,0,0.0,27,28,35.74,0.1037,60.4121,24,0,33.2083,3,0,0,0.0,0.0,35.74,0.4727,49.1268,14,0,41.4169,0,1,0,24.0,0.0,29.431,1.5142,35.5643,37,0,41.4031,1,0,1,0.0,0.0,35.74,0.2477,46.3962,29,0,34.5555,2,0,0,9.0,0.0,35.74,0.0377,50.2646,20,0,32.9157,0,1,0,39.0,0.0,35.74,0.7825,45.9374,21,0,32.7031,0,1,0,9.0,0.0,-21,0.0,0.0,0.6788,-14.4747,-0.5052,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_900,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,900.0,35.6241,35.2028,0,14.5,0,0.0,27,27,35.74,0.4727,49.1268,14,0,41.4169,0,1,0,24.0,0.0,29.431,1.5142,35.5643,37,0,41.4031,1,0,1,0.0,0.0,35.74,0.2477,46.3962,29,0,34.5555,2,0,0,9.0,0.0,35.74,0.0377,50.2646,20,0,32.9157,0,1,0,39.0,0.0,35.74,0.7825,45.9374,21,0,32.7031,0,1,0,9.0,0.0,35.6241,0.5607,50.7147,36,0,27.0182,2,0,0,24.0,0.0,-36,-0.1159,-0.1159,0.088,1.5879,-14.3987,train
high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green_J1_SAN_SANGAM_930,high_demand_baseline_seed1007_scale1.48_default_0_0_0_surge_green,seed1007_scale1_48,high_demand,default,0,0,0,surge_green,J1_SAN,SANGAM,930.0,35.6241,26.8145,0,5.5,0,0.0,29,29,29.431,1.5142,35.5643,37,0,41.4031,1,0,1,0.0,0.0,35.74,0.2477,46.3962,29,0,34.5555,2,0,0,9.0,0.0,35.74,0.0377,50.2646,20,0,32.9157,0,1,0,39.0,0.0,35.74,0.7825,45.9374,21,0,32.7031,0,1,0,9.0,0.0,35.6241,0.5607,50.7147,36,0,27.0182,2,0,0,24.0,0.0,35.74,0.0213,58.1481,34,0,30.5775,3,0,0,0.0,0.0,-34,6.309,0.0,-1.4929,22.5838,-10.8256,train
