simulation_id,mode,seed,demand_scale,time_s,scenario_stage,approach,vehicle_count,halting_count,mean_speed_mps,occupancy_pct,queue_length_m,signal_phase_index,is_green,phase_remaining_s,time_since_last_green_s,downstream_vehicle_count,downstream_mean_speed_mps,downstream_occupancy_pct,outflow_vehicles_5s,network_running_vehicles,controller_active,queue_growth_60s_m,speed_change_60s_mps,occupancy_change_60s_pct,halting_change_60s,future_max_queue_90s_m,future_max_halting_90s,severe_congestion_next_90s
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,5.0,normal,A,0,0,0.0,0.0,0.0,0,1,34.0,0.0,0,0.0,0.0,0,2,0,0.0,0.0,0.0,0,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,10.0,normal,A,0,0,0.0,0.0,0.0,0,1,29.0,0.0,0,0.0,0.0,0,2,0,0.0,0.0,0.0,0,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,15.0,normal,A,0,0,0.0,0.0,0.0,0,1,24.0,0.0,0,0.0,0.0,0,3,0,0.0,0.0,0.0,0,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,20.0,normal,A,1,0,16.5232,0.7994,0.0,0,1,19.0,0.0,0,0.0,0.0,0,4,0,0.0,16.5232,0.7994,0,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,25.0,normal,A,0,0,0.0,0.0,0.0,0,1,14.0,0.0,1,15.6576,0.0058,1,4,0,0.0,0.0,0.0,0,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,30.0,normal,A,0,0,0.0,0.0,0.0,0,1,9.0,0.0,0,0.0,0.0,0,5,0,0.0,0.0,0.0,0,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,35.0,normal,A,0,0,0.0,0.0,0.0,0,1,4.0,0.0,0,0.0,0.0,0,6,0,0.0,0.0,0.0,0,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,40.0,normal,A,0,0,0.0,0.0,0.0,1,0,5.0,5.0,1,16.4102,0.0058,1,7,0,0.0,0.0,0.0,0,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,45.0,normal,A,1,0,15.8599,0.7994,0.0,1,0,0.0,10.0,0,0.0,0.0,0,7,0,0.0,15.8599,0.7994,0,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,50.0,normal,A,1,1,0.0045,3.3031,2.0,2,0,34.0,15.0,1,11.2142,0.0124,0,9,0,2.0,0.0045,3.3031,1,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,55.0,normal,A,1,1,0.0,3.3031,2.0,2,0,29.0,20.0,3,15.181,0.0263,3,9,0,2.0,0.0,3.3031,1,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,60.0,normal,A,2,1,5.4512,4.5068,2.0,2,0,24.0,25.0,0,0.0,0.0,0,9,0,2.0,5.4512,4.5068,1,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,65.0,normal,A,2,1,1.9763,5.8826,2.0,2,0,19.0,30.0,0,0.0,0.0,0,11,0,2.0,1.9763,5.8826,1,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,70.0,normal,A,3,2,4.2014,16.735,7.649,2,0,14.0,35.0,1,15.5945,0.0058,1,11,0,7.649,4.2014,16.735,2,7.649,6,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,75.0,normal,A,3,3,0.0238,19.2386,7.649,2,0,9.0,40.0,0,0.0,0.0,0,10,0,7.649,0.0238,19.2386,3,10.4596,9,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,80.0,normal,A,3,3,0.0,19.2386,7.649,2,0,4.0,45.0,0,0.0,0.0,0,11,0,7.649,-16.5232,18.4392,3,10.5144,10,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,85.0,normal,A,4,3,0.383,22.5417,7.649,3,0,5.0,50.0,1,16.4858,0.0058,1,11,0,7.649,0.383,22.5417,3,13.249,11,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,90.0,normal,A,4,4,0.0,22.5417,7.649,3,0,0.0,55.0,0,0.0,0.0,0,10,0,7.649,0.0,22.5417,4,14.2501,12,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,95.0,normal,A,1,0,15.7926,3.3031,0.0,0,1,34.0,0.0,3,11.0887,0.0173,0,9,0,0.0,15.7926,3.3031,0,14.2501,12,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,100.0,normal,A,0,0,0.0,0.0,0.0,0,1,29.0,0.0,5,14.5739,0.0534,5,11,0,0.0,0.0,0.0,0,14.2501,12,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,105.0,normal,A,0,0,0.0,0.0,0.0,0,1,24.0,0.0,1,13.8968,0.0303,0,10,0,0.0,-15.8599,-0.7994,0,14.2501,12,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,110.0,normal,A,1,0,13.1558,1.1192,0.0,0,1,19.0,0.0,0,0.0,0.0,0,10,0,-2.0,13.1513,-2.1839,-1,14.2501,12,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,115.0,normal,A,0,0,0.0,0.0,0.0,0,1,14.0,0.0,1,13.3724,0.0081,1,12,0,-2.0,0.0,-3.3031,-1,14.2501,12,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,120.0,surge,A,1,0,15.5974,3.3031,0.0,0,1,9.0,0.0,1,13.6336,0.0081,0,12,0,-2.0,10.1462,-1.2037,-1,14.2501,12,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,125.0,surge,A,0,0,0.0,0.0,0.0,0,1,4.0,0.0,1,16.2929,0.0058,1,16,0,-2.0,-1.9763,-5.8826,-1,14.2501,12,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,130.0,surge,A,1,0,15.691,0.7994,0.0,1,0,5.0,5.0,0,0.0,0.0,0,19,0,-7.649,11.4896,-15.9356,-2,14.2501,12,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,135.0,surge,A,1,1,0.0068,3.3031,2.0,1,0,0.0,10.0,0,0.0,0.0,0,22,0,-5.649,-0.017,-15.9355,-2,14.2501,12,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,140.0,surge,A,2,1,6.2033,4.1025,2.0,2,0,34.0,15.0,3,9.0244,0.0195,0,26,0,-5.649,6.2033,-15.1361,-2,14.2501,12,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,145.0,surge,A,3,2,4.4032,7.7253,2.0,2,0,29.0,20.0,5,15.6594,0.0378,5,29,0,-5.649,4.0202,-14.8164,-1,14.2501,12,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,150.0,surge,A,5,3,4.9114,12.8292,2.0,2,0,24.0,25.0,2,16.105,0.0115,1,32,0,-5.649,4.9114,-9.7125,-1,14.2501,12,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,155.0,surge,A,5,4,0.4982,17.8365,6.1543,2,0,19.0,30.0,2,16.4671,0.0182,2,36,0,6.1543,-15.2944,14.5334,4,14.2501,12,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,160.0,surge,A,9,6,2.4356,25.6481,5.9609,2,0,14.0,35.0,2,16.2378,0.0182,1,39,0,5.9609,2.4356,25.6481,6,14.2501,12,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,165.0,surge,A,11,9,0.9908,26.0234,10.4596,2,0,9.0,40.0,2,16.3913,0.008,1,37,0,10.4596,0.9908,26.0234,9,14.4437,12,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,170.0,surge,A,13,10,1.4527,31.8464,10.5144,2,0,4.0,45.0,2,16.1133,0.0182,2,38,0,10.5144,-11.7031,30.7272,10,14.6532,14,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,175.0,surge,A,14,11,0.8102,35.1214,13.249,3,0,5.0,50.0,2,16.0817,0.0182,1,41,0,13.249,0.8102,35.1214,11,26.6601,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,180.0,surge,A,15,12,0.6394,45.4502,14.2501,3,0,0.0,55.0,1,15.5476,0.0058,1,41,0,14.2501,-14.958,42.1471,12,29.7469,18,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,185.0,surge,A,7,2,3.0144,21.1214,10.5,0,1,34.0,0.0,5,10.221,0.0289,0,42,0,10.5,3.0144,21.1214,2,29.7469,18,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,190.0,surge,A,6,0,7.5521,13.7389,0.0,0,1,29.0,0.0,11,14.8212,0.097,11,43,0,0.0,-8.1389,12.9395,0,29.7469,18,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,195.0,surge,A,4,0,11.1749,10.3912,0.0,0,1,24.0,0.0,8,13.2737,0.1132,6,46,0,-2.0,11.1681,7.0881,-1,29.7469,18,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,200.0,surge,A,2,0,15.2989,4.1025,0.0,0,1,19.0,0.0,10,14.7913,0.1201,6,48,0,-2.0,9.0956,0.0,-1,29.7469,18,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,205.0,surge,A,2,0,15.5923,7.901,0.0,0,1,14.0,0.0,5,15.4713,0.0355,5,51,0,-2.0,11.1891,0.1757,-2,29.7469,18,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,210.0,surge,A,2,0,14.9667,3.6879,0.0,0,1,9.0,0.0,3,15.0522,0.0295,1,55,0,-2.0,10.0553,-9.1413,-3,29.7469,18,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,215.0,surge,A,2,0,15.7956,3.1422,0.0,0,1,4.0,0.0,3,16.1512,0.024,2,58,0,-6.1543,15.2974,-14.6943,-4,29.7469,18,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,220.0,surge,A,1,0,12.5845,0.003,0.0,1,0,5.0,5.0,3,16.4752,0.0306,2,61,0,-5.9609,10.1489,-25.6451,-6,29.7469,18,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,225.0,surge,A,2,0,6.2109,5.4237,0.0,1,0,0.0,10.0,1,16.4739,0.0124,1,65,0,-10.4596,5.2201,-20.5997,-9,29.7469,18,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,230.0,surge,A,5,3,2.4057,13.1073,2.8,2,0,34.0,15.0,3,10.3068,0.0173,0,68,0,-7.7144,0.953,-18.7391,-7,29.7469,18,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,235.0,surge,A,6,5,1.4327,18.9557,2.8,2,0,29.0,20.0,7,14.3092,0.0748,5,72,0,-10.449,0.6225,-16.1657,-6,29.7469,18,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,240.0,surge,A,8,6,1.6678,27.7187,6.9384,2,0,24.0,25.0,10,11.7823,0.1376,7,75,0,-7.3117,1.0284,-17.7315,-6,29.7469,18,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,245.0,surge,A,11,7,1.6358,27.6099,9.8321,2,0,19.0,30.0,8,14.22,0.1137,7,78,0,-0.6679,-1.3786,6.4885,5,29.7469,18,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,250.0,surge,A,13,9,1.7504,35.479,10.8522,2,0,14.0,35.0,4,15.6558,0.0364,1,82,0,10.8522,-5.8017,21.7401,9,29.7469,18,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,255.0,surge,A,14,11,0.9807,42.5418,14.4437,2,0,9.0,40.0,2,16.4981,0.0248,2,70,0,14.4437,-10.1942,32.1506,11,29.7469,18,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,260.0,surge,A,15,14,0.333,42.9782,14.6532,2,0,4.0,45.0,2,16.3305,0.0248,1,64,0,14.6532,-14.9659,38.8757,14,31.6941,18,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,265.0,surge,A,17,15,0.4782,47.9042,26.6601,3,0,5.0,50.0,1,16.0086,0.0124,1,62,0,26.6601,-15.1141,40.0032,15,31.6941,19,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,270.0,surge,A,19,18,0.1853,50.0961,29.7469,3,0,0.0,55.0,0,0.0,0.0,0,55,0,29.7469,-14.7814,46.4082,18,37.5223,21,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,275.0,surge,A,10,7,1.31,25.9604,28.6984,0,1,34.0,0.0,5,11.0984,0.0355,0,53,0,28.6984,-14.4856,22.8182,7,37.5223,21,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,280.0,surge,A,6,0,5.1453,15.0103,0.0,0,1,29.0,0.0,11,13.9395,0.0829,9,54,0,0.0,-7.4392,15.0073,0,37.5223,21,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,285.0,surge,A,5,0,7.9351,15.1342,0.0,0,1,24.0,0.0,11,12.9835,0.1358,6,49,0,0.0,1.7242,9.7105,0,37.5223,21,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,290.0,surge,A,3,0,11.0919,9.9814,0.0,0,1,19.0,0.0,9,13.0338,0.1493,5,52,0,-2.8,8.6862,-3.1259,-3,37.5223,21,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,295.0,surge,A,3,0,10.5259,5.9157,0.0,0,1,14.0,0.0,6,14.3857,0.0834,4,56,0,-2.8,9.0932,-13.04,-5,37.5223,21,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,300.0,surge,A,3,0,12.4834,6.141,0.0,0,1,9.0,0.0,3,14.0471,0.0629,1,59,0,-6.9384,10.8156,-21.5777,-6,37.5223,21,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,305.0,surge,A,1,0,12.0548,4.197,0.0,0,1,4.0,0.0,5,13.7711,0.0624,5,62,0,-9.8321,10.419,-23.4129,-7,37.5223,21,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,310.0,surge,A,2,0,14.0431,2.5182,0.0,1,0,5.0,5.0,5,14.7078,0.0573,3,66,0,-10.8522,12.2927,-32.9608,-9,37.5223,21,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,315.0,surge,A,3,2,3.9329,13.8738,4.3,1,0,0.0,10.0,2,14.6949,0.0361,2,69,0,-10.1437,2.9522,-28.668,-9,37.5223,21,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,320.0,surge,A,6,2,4.9342,16.4257,4.3,2,0,34.0,15.0,2,3.8026,0.0316,0,73,0,-10.3532,4.6012,-26.5525,-12,37.5223,21,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,325.0,surge,A,8,5,2.0663,24.671,7.4613,2,0,29.0,20.0,8,11.575,0.0933,5,76,0,-19.1988,1.5881,-23.2332,-10,37.5223,21,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,330.0,surge,A,9,7,1.2703,27.3371,11.949,2,0,24.0,25.0,13,12.2951,0.1361,8,79,0,-17.7979,1.085,-22.759,-11,37.5223,21,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,335.0,surge,A,12,8,1.2119,36.1986,9.498,2,0,19.0,30.0,12,14.1158,0.1273,6,83,0,-19.2004,-0.0981,10.2382,1,37.5223,21,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,340.0,surge,A,14,12,0.3712,37.4197,18.8807,2,0,14.0,35.0,3,16.3046,0.0306,2,86,0,18.8807,-4.7741,22.4094,12,37.5223,21,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,345.0,surge,A,17,14,0.5356,40.4808,18.462,2,0,9.0,40.0,2,16.0811,0.0115,1,79,0,18.462,-7.3995,25.3466,14,37.5223,21,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,350.0,surge,A,19,17,0.4068,42.6396,31.6941,2,0,4.0,45.0,2,16.0382,0.0115,1,76,0,31.6941,-10.6851,32.6582,17,37.5223,21,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,355.0,surge,A,21,19,0.2976,44.3613,31.3749,3,0,5.0,50.0,2,16.3673,0.0115,2,71,0,31.3749,-10.2283,38.4456,19,37.5223,21,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,360.0,surge,A,22,21,0.1991,46.3124,37.5223,3,0,0.0,55.0,1,16.6773,0.0058,0,72,0,37.5223,-12.2843,40.1714,21,29.8587,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,365.0,surge,A,14,8,1.3524,27.3277,29.8587,0,1,34.0,0.0,4,10.3337,0.0222,0,65,0,29.8587,-10.7024,23.1307,8,24.3655,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,370.0,surge,A,11,0,5.1635,19.7245,0.0,0,1,29.0,0.0,9,13.4851,0.0837,8,58,0,0.0,-8.8796,17.2063,0,24.3655,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,375.0,surge,A,5,0,9.6022,12.1379,0.0,0,1,24.0,0.0,15,12.8933,0.1403,11,52,0,-4.3,5.6693,-1.7359,-2,24.3655,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,380.0,surge,A,1,0,12.268,4.197,0.0,0,1,19.0,0.0,18,13.713,0.1456,11,56,0,-4.3,7.3338,-12.2287,-2,24.3655,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,385.0,surge,A,3,0,14.9201,8.7004,0.0,0,1,14.0,0.0,7,14.0322,0.0632,3,59,0,-7.4613,12.8538,-15.9706,-5,24.3655,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,390.0,surge,A,2,0,15.2132,1.8719,0.0,0,1,9.0,0.0,4,15.3164,0.0543,3,62,0,-11.949,13.9429,-25.4652,-7,24.3655,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,395.0,surge,A,1,0,15.7548,0.7994,0.0,0,1,4.0,0.0,4,16.0498,0.0297,2,66,0,-9.498,14.5429,-35.3992,-8,24.3655,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,400.0,surge,A,0,0,0.0,0.0,0.0,1,0,5.0,5.0,3,16.0594,0.0173,3,69,0,-18.8807,-0.3712,-37.4197,-12,24.3655,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,405.0,surge,A,3,0,9.5887,6.2231,0.0,1,0,0.0,10.0,2,15.1231,0.0115,1,73,0,-18.462,9.0531,-34.2577,-14,24.3655,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,410.0,surge,A,4,2,3.9676,11.6925,2.8,2,0,34.0,15.0,2,9.864,0.0182,0,76,0,-28.8941,3.5608,-30.9471,-15,24.3655,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,415.0,surge,A,7,5,2.2189,18.8865,2.8,2,0,29.0,20.0,10,13.2287,0.1095,8,79,0,-28.5749,1.9213,-25.4748,-14,24.3655,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,420.0,recovery,A,8,6,1.8865,19.631,7.649,2,0,24.0,25.0,10,14.4612,0.127,6,82,0,-29.8733,1.6874,-26.6814,-15,24.3655,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,425.0,recovery,A,10,7,1.5393,25.3724,7.649,2,0,19.0,30.0,7,14.0672,0.1074,5,84,0,-22.2097,0.1869,-1.9553,-1,24.3655,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,430.0,recovery,A,10,8,0.415,29.5172,7.649,2,0,14.0,35.0,4,15.3641,0.088,3,85,0,7.649,-4.7485,9.7927,8,24.3655,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,435.0,recovery,A,11,9,0.7647,37.6645,7.649,2,0,9.0,40.0,2,16.4505,0.0182,2,74,0,7.649,-8.8375,25.5266,9,24.3655,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,440.0,recovery,A,13,12,0.4287,42.1944,18.149,2,0,4.0,45.0,1,16.6519,0.0124,1,68,0,18.149,-11.8393,37.9974,12,24.3655,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,445.0,recovery,A,15,12,0.9816,47.6505,18.149,3,0,5.0,50.0,1,13.7786,0.0303,1,53,0,18.149,-13.9385,38.9501,12,24.3655,15,1
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,450.0,recovery,A,18,15,0.5559,50.037,24.3655,3,0,0.0,55.0,0,0.0,0.0394,0,44,0,24.3655,-14.6573,48.1651,15,11.057,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,455.0,recovery,A,9,4,1.8738,18.9147,11.057,0,1,34.0,0.0,4,10.4349,0.0231,0,39,0,11.057,-13.881,18.1153,4,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,460.0,recovery,A,5,0,4.9296,12.8907,0.0,0,1,29.0,0.0,12,14.4306,0.0872,11,34,0,0.0,4.9296,12.8907,0,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,465.0,recovery,A,1,0,10.6631,3.3031,0.0,0,1,24.0,0.0,9,11.9425,0.1225,4,29,0,0.0,1.0744,-2.92,0,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,470.0,recovery,A,0,0,0.0,0.0,0.0,0,1,19.0,0.0,8,14.0922,0.1051,6,29,0,-2.8,-3.9676,-11.6925,-2,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,475.0,recovery,A,1,0,13.7237,13.8625,0.0,0,1,14.0,0.0,1,14.5374,0.0058,0,29,0,-2.8,11.5048,-5.024,-5,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,480.0,recovery,A,0,0,0.0,0.0,0.0,0,1,9.0,0.0,1,13.8301,0.0303,1,30,0,-7.649,-1.8865,-19.631,-6,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,485.0,recovery,A,2,0,14.5713,4.7483,0.0,0,1,4.0,0.0,0,0.0,0.0302,0,31,0,-7.649,13.032,-20.6241,-7,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,490.0,recovery,A,0,0,0.0,0.0,0.0,1,0,5.0,5.0,2,14.8346,0.0361,1,32,0,-7.649,-0.415,-29.5172,-8,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,495.0,recovery,A,1,0,15.9558,1.7188,0.0,1,0,0.0,10.0,1,16.6627,0.0113,1,34,0,-7.649,15.1911,-35.9457,-9,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,500.0,recovery,A,1,1,0.0061,7.1016,0.0,2,0,34.0,15.0,3,10.174,0.0173,0,34,0,-18.149,-0.4226,-35.0928,-11,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,505.0,recovery,A,2,1,6.2714,8.8203,4.3,2,0,29.0,20.0,5,14.655,0.0557,4,35,0,-13.849,5.2898,-38.8302,-11,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,510.0,recovery,A,2,1,1.9555,14.2031,4.3,2,0,24.0,25.0,2,13.55,0.0384,1,36,0,-20.0655,1.3996,-35.8339,-14,7.649,4,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,5.0,normal,B,0,0,0.0,0.0,0.0,0,0,34.0,5.0,0,0.0,0.0,0,2,0,0.0,0.0,0.0,0,3.149,2,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,10.0,normal,B,0,0,0.0,0.0,0.0,0,0,29.0,10.0,0,0.0,0.0,0,2,0,0.0,0.0,0.0,0,3.149,2,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,15.0,normal,B,1,0,13.6664,0.5762,0.0,0,0,24.0,15.0,0,0.0,0.0,0,3,0,0.0,13.6664,0.5762,0,3.149,2,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,20.0,normal,B,1,0,11.7969,0.5762,0.0,0,0,19.0,20.0,0,0.0,0.0,0,4,0,0.0,11.7969,0.5762,0,3.149,2,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,25.0,normal,B,1,1,0.0002,13.494,2.8,0,0,14.0,25.0,1,15.6576,0.0058,1,4,0,2.8,0.0002,13.494,1,3.149,2,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,30.0,normal,B,2,1,8.107,14.3788,2.8,0,0,9.0,30.0,0,0.0,0.0,0,5,0,2.8,8.107,14.3788,1,3.149,2,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,35.0,normal,B,2,1,1.161,27.7063,2.8,0,0,4.0,35.0,0,0.0,0.0,0,6,0,2.8,1.161,27.7063,1,3.149,2,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,40.0,normal,B,2,2,0.0,28.6699,3.149,1,0,5.0,40.0,1,16.4102,0.0058,1,7,0,3.149,0.0,28.6699,2,3.149,2,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,45.0,normal,B,3,2,5.3146,29.0814,3.149,1,0,0.0,45.0,0,0.0,0.0,0,7,0,3.149,5.3146,29.0814,2,3.149,3,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,50.0,normal,B,0,0,0.0,0.0,0.0,2,1,34.0,0.0,1,11.2142,0.0124,0,9,0,0.0,0.0,0.0,0,3.149,3,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,55.0,normal,B,0,0,0.0,0.0,0.0,2,1,29.0,0.0,3,15.181,0.0263,3,9,0,0.0,0.0,0.0,0,3.149,3,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,60.0,normal,B,1,0,16.3634,0.4116,0.0,2,1,24.0,0.0,0,0.0,0.0,0,9,0,0.0,16.3634,0.4116,0,3.149,3,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,65.0,normal,B,1,0,16.1553,7.4845,0.0,2,1,19.0,0.0,0,0.0,0.0,0,11,0,0.0,16.1553,7.4845,0,3.149,3,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,70.0,normal,B,0,0,0.0,0.0,0.0,2,1,14.0,0.0,1,15.5945,0.0058,1,11,0,0.0,0.0,0.0,0,3.149,3,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,75.0,normal,B,1,0,16.1522,0.4116,0.0,2,1,9.0,0.0,0,0.0,0.0,0,10,0,0.0,2.4858,-0.1646,0,3.149,3,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,80.0,normal,B,1,0,15.6383,0.4116,0.0,2,1,4.0,0.0,0,0.0,0.0,0,11,0,0.0,3.8414,-0.1646,0,3.149,3,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,85.0,normal,B,0,0,0.0,0.0,0.0,3,0,5.0,5.0,1,16.4858,0.0058,1,11,0,-2.8,-0.0002,-13.494,-1,3.149,3,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,90.0,normal,B,0,0,0.0,0.0,0.0,3,0,0.0,10.0,0,0.0,0.0,0,10,0,-2.8,-8.107,-14.3788,-1,3.149,3,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,95.0,normal,B,1,0,13.4912,0.5762,0.0,0,0,34.0,15.0,3,11.0887,0.0173,0,9,0,-2.8,12.3302,-27.1301,-1,3.149,3,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,100.0,normal,B,1,0,9.0542,0.2057,0.0,0,0,29.0,20.0,5,14.5739,0.0534,5,11,0,-3.149,9.0542,-28.4642,-2,3.149,3,0
sancheti_baseline_seed42_scale0.65,baseline,42,0.65,105.0,normal,B,1,1,0.0,13.494,2.8,0,0,24.0,25.0,1,13.8968,0.0303,0,10,0,-0.349,-5.3146,-15.5874,-1,4.0,3,0
