sample_id,simulation_id,scenario_id,junction_id,approach_id,timestamp_s,queue_5m,queue_10m,program_id,phase_elapsed_s,is_all_red,platoon_distance_m,vehicle_count,halting_count,queue_length_m_lag_150s,mean_speed_mps_lag_150s,occupancy_pct_lag_150s,outflow_vehicles_30s_lag_150s,upstream_outflow_vehicles_30s_lag_150s,downstream_junction_queue_length_m_lag_150s,signal_phase_index_lag_150s,is_green_lag_150s,is_yellow_lag_150s,phase_remaining_s_lag_150s,platoon_eta_s_lag_150s,queue_length_m_lag_120s,mean_speed_mps_lag_120s,occupancy_pct_lag_120s,outflow_vehicles_30s_lag_120s,upstream_outflow_vehicles_30s_lag_120s,downstream_junction_queue_length_m_lag_120s,signal_phase_index_lag_120s,is_green_lag_120s,is_yellow_lag_120s,phase_remaining_s_lag_120s,platoon_eta_s_lag_120s,queue_length_m_lag_90s,mean_speed_mps_lag_90s,occupancy_pct_lag_90s,outflow_vehicles_30s_lag_90s,upstream_outflow_vehicles_30s_lag_90s,downstream_junction_queue_length_m_lag_90s,signal_phase_index_lag_90s,is_green_lag_90s,is_yellow_lag_90s,phase_remaining_s_lag_90s,platoon_eta_s_lag_90s,queue_length_m_lag_60s,mean_speed_mps_lag_60s,occupancy_pct_lag_60s,outflow_vehicles_30s_lag_60s,upstream_outflow_vehicles_30s_lag_60s,downstream_junction_queue_length_m_lag_60s,signal_phase_index_lag_60s,is_green_lag_60s,is_yellow_lag_60s,phase_remaining_s_lag_60s,platoon_eta_s_lag_60s,queue_length_m_lag_30s,mean_speed_mps_lag_30s,occupancy_pct_lag_30s,outflow_vehicles_30s_lag_30s,upstream_outflow_vehicles_30s_lag_30s,downstream_junction_queue_length_m_lag_30s,signal_phase_index_lag_30s,is_green_lag_30s,is_yellow_lag_30s,phase_remaining_s_lag_30s,platoon_eta_s_lag_30s,queue_length_m,mean_speed_mps,occupancy_pct,outflow_vehicles_30s,upstream_outflow_vehicles_30s,downstream_junction_queue_length_m,signal_phase_index,is_green,is_yellow,phase_remaining_s,platoon_eta_s,upstream_arrival_minus_local_outflow,queue_growth_150s,queue_growth_60s,speed_change_150s,occupancy_change_150s,downstream_queue_growth_150s,split
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_30,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,30.0,8.1533,7.6471,0,0.0,0,0.0,1,0,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_60,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,60.0,11.0877,7.6471,0,0.0,0,0.0,2,2,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,2.0,2.7771,3.9515,8,0,2.0,2,0,0,24.0,0.0,-8,2.0,2.0,0.4921,3.2105,2.0,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_90,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,90.0,26.9183,7.6471,0,0.0,0,0.0,5,5,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,2.0,2.7771,3.9515,8,0,2.0,2,0,0,24.0,0.0,4.3,1.3974,13.079,5,0,2.0,3,0,0,0.0,0.0,-5,4.3,4.3,-0.8876,12.338,2.0,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_120,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,120.0,7.649,7.6471,0,0.0,0,0.0,1,0,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,2.0,2.7771,3.9515,8,0,2.0,2,0,0,24.0,0.0,4.3,1.3974,13.079,5,0,2.0,3,0,0,0.0,0.0,0.0,4.9328,0.3198,14,0,0.0,0,1,0,9.0,0.0,-14,0.0,-2.0,2.6478,-0.4212,0.0,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_150,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,150.0,7.649,0.0,0,0.0,0,0.0,4,3,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,2.0,2.7771,3.9515,8,0,2.0,2,0,0,24.0,0.0,4.3,1.3974,13.079,5,0,2.0,3,0,0,0.0,0.0,0.0,4.9328,0.3198,14,0,0.0,0,1,0,9.0,0.0,7.649,4.9111,8.5177,12,0,2.0,2,0,0,24.0,0.0,-12,7.649,3.349,2.6261,7.7767,2.0,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_180,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,180.0,7.649,0.0,0,0.0,0,0.0,12,9,0.0,2.285,0.741,1,0,0.0,0,1,0,9.0,0.0,2.0,2.7771,3.9515,8,0,2.0,2,0,0,24.0,0.0,4.3,1.3974,13.079,5,0,2.0,3,0,0,0.0,0.0,0.0,4.9328,0.3198,14,0,0.0,0,1,0,9.0,0.0,7.649,4.9111,8.5177,12,0,2.0,2,0,0,24.0,0.0,9.3225,1.3083,34.5401,17,0,17.7164,3,0,0,0.0,0.0,-17,9.3225,9.3225,-0.9767,33.7991,17.7164,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_210,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,210.0,7.649,0.0,0,0.0,0,0.0,7,0,2.0,2.7771,3.9515,8,0,2.0,2,0,0,24.0,0.0,4.3,1.3974,13.079,5,0,2.0,3,0,0,0.0,0.0,0.0,4.9328,0.3198,14,0,0.0,0,1,0,9.0,0.0,7.649,4.9111,8.5177,12,0,2.0,2,0,0,24.0,0.0,9.3225,1.3083,34.5401,17,0,17.7164,3,0,0,0.0,0.0,0.0,9.4845,6.679,38,0,0.0,0,1,0,9.0,0.0,-38,-2.0,-7.649,6.7074,2.7275,-2.0,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_240,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,240.0,8.0515,0.0,0,0.0,0,0.0,7,5,4.3,1.3974,13.079,5,0,2.0,3,0,0,0.0,0.0,0.0,4.9328,0.3198,14,0,0.0,0,1,0,9.0,0.0,7.649,4.9111,8.5177,12,0,2.0,2,0,0,24.0,0.0,9.3225,1.3083,34.5401,17,0,17.7164,3,0,0,0.0,0.0,0.0,9.4845,6.679,38,0,0.0,0,1,0,9.0,0.0,7.649,4.0873,12.8299,23,0,29.8695,2,0,0,24.0,0.0,-23,3.349,-1.6735,2.6899,-0.2491,27.8695,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_270,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,270.0,8.0529,0.0,0,0.0,0,0.0,17,16,0.0,4.9328,0.3198,14,0,0.0,0,1,0,9.0,0.0,7.649,4.9111,8.5177,12,0,2.0,2,0,0,24.0,0.0,9.3225,1.3083,34.5401,17,0,17.7164,3,0,0,0.0,0.0,0.0,9.4845,6.679,38,0,0.0,0,1,0,9.0,0.0,7.649,4.0873,12.8299,23,0,29.8695,2,0,0,24.0,0.0,25.5662,0.8038,42.7547,30,0,39.8018,3,0,0,0.0,0.0,-30,25.5662,25.5662,-4.129,42.4349,39.8018,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_300,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,300.0,7.649,0.0,0,0.0,0,0.0,17,14,7.649,4.9111,8.5177,12,0,2.0,2,0,0,24.0,0.0,9.3225,1.3083,34.5401,17,0,17.7164,3,0,0,0.0,0.0,0.0,9.4845,6.679,38,0,0.0,0,1,0,9.0,0.0,7.649,4.0873,12.8299,23,0,29.8695,2,0,0,24.0,0.0,25.5662,0.8038,42.7547,30,0,39.8018,3,0,0,0.0,0.0,32.1914,2.9914,23.6067,33,0,9.3825,0,1,0,9.0,0.0,-33,24.5424,24.5424,-1.9197,15.089,7.3825,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_330,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,330.0,7.6471,0.0,0,0.0,0,0.0,8,5,9.3225,1.3083,34.5401,17,0,17.7164,3,0,0,0.0,0.0,0.0,9.4845,6.679,38,0,0.0,0,1,0,9.0,0.0,7.649,4.0873,12.8299,23,0,29.8695,2,0,0,24.0,0.0,25.5662,0.8038,42.7547,30,0,39.8018,3,0,0,0.0,0.0,32.1914,2.9914,23.6067,33,0,9.3825,0,1,0,9.0,0.0,8.1533,6.2475,12.6205,40,0,2.0,2,0,0,24.0,0.0,-40,-1.1692,-17.4129,4.9392,-21.9196,-15.7164,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_360,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,360.0,7.6471,0.0,0,0.0,0,0.0,15,14,0.0,9.4845,6.679,38,0,0.0,0,1,0,9.0,0.0,7.649,4.0873,12.8299,23,0,29.8695,2,0,0,24.0,0.0,25.5662,0.8038,42.7547,30,0,39.8018,3,0,0,0.0,0.0,32.1914,2.9914,23.6067,33,0,9.3825,0,1,0,9.0,0.0,8.1533,6.2475,12.6205,40,0,2.0,2,0,0,24.0,0.0,11.0877,0.9873,41.443,36,0,30.6157,3,0,0,0.0,0.0,-36,11.0877,-21.1037,-8.4972,34.764,30.6157,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_390,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,390.0,7.6471,0.0,0,0.0,0,0.0,11,9,7.649,4.0873,12.8299,23,0,29.8695,2,0,0,24.0,0.0,25.5662,0.8038,42.7547,30,0,39.8018,3,0,0,0.0,0.0,32.1914,2.9914,23.6067,33,0,9.3825,0,1,0,9.0,0.0,8.1533,6.2475,12.6205,40,0,2.0,2,0,0,24.0,0.0,11.0877,0.9873,41.443,36,0,30.6157,3,0,0,0.0,0.0,26.9183,2.9308,18.2056,27,0,41.9674,0,1,0,9.0,0.0,-27,19.2693,18.765,-1.1565,5.3757,12.0979,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_420,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,420.0,7.6471,0.0,0,0.0,0,0.0,6,4,25.5662,0.8038,42.7547,30,0,39.8018,3,0,0,0.0,0.0,32.1914,2.9914,23.6067,33,0,9.3825,0,1,0,9.0,0.0,8.1533,6.2475,12.6205,40,0,2.0,2,0,0,24.0,0.0,11.0877,0.9873,41.443,36,0,30.6157,3,0,0,0.0,0.0,26.9183,2.9308,18.2056,27,0,41.9674,0,1,0,9.0,0.0,7.649,4.3629,11.0498,44,0,38.9104,2,0,0,24.0,0.0,-44,-17.9172,-3.4387,3.5591,-31.7049,-0.8914,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_450,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,450.0,0.0,0.0,0,0.0,0,0.0,12,11,32.1914,2.9914,23.6067,33,0,9.3825,0,1,0,9.0,0.0,8.1533,6.2475,12.6205,40,0,2.0,2,0,0,24.0,0.0,11.0877,0.9873,41.443,36,0,30.6157,3,0,0,0.0,0.0,26.9183,2.9308,18.2056,27,0,41.9674,0,1,0,9.0,0.0,7.649,4.3629,11.0498,44,0,38.9104,2,0,0,24.0,0.0,7.649,1.2037,40.0129,26,0,33.1409,3,0,0,0.0,0.0,-26,-24.5424,-19.2693,-1.7877,16.4062,23.7584,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_480,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,480.0,0.0,0.0,0,0.0,0,0.0,9,9,8.1533,6.2475,12.6205,40,0,2.0,2,0,0,24.0,0.0,11.0877,0.9873,41.443,36,0,30.6157,3,0,0,0.0,0.0,26.9183,2.9308,18.2056,27,0,41.9674,0,1,0,9.0,0.0,7.649,4.3629,11.0498,44,0,38.9104,2,0,0,24.0,0.0,7.649,1.2037,40.0129,26,0,33.1409,3,0,0,0.0,0.0,7.649,1.2238,19.0366,13,0,41.0015,0,1,0,9.0,0.0,-13,-0.5043,0.0,-5.0237,6.4161,39.0015,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_510,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,510.0,0.0,0.0,0,0.0,0,0.0,6,6,11.0877,0.9873,41.443,36,0,30.6157,3,0,0,0.0,0.0,26.9183,2.9308,18.2056,27,0,41.9674,0,1,0,9.0,0.0,7.649,4.3629,11.0498,44,0,38.9104,2,0,0,24.0,0.0,7.649,1.2037,40.0129,26,0,33.1409,3,0,0,0.0,0.0,7.649,1.2238,19.0366,13,0,41.0015,0,1,0,9.0,0.0,7.649,0.9818,22.2248,23,0,41.1234,2,0,0,24.0,0.0,-23,-3.4387,0.0,-0.0055,-19.2182,10.5077,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_540,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,540.0,0.0,0.0,0,0.0,0,0.0,8,8,26.9183,2.9308,18.2056,27,0,41.9674,0,1,0,9.0,0.0,7.649,4.3629,11.0498,44,0,38.9104,2,0,0,24.0,0.0,7.649,1.2037,40.0129,26,0,33.1409,3,0,0,0.0,0.0,7.649,1.2238,19.0366,13,0,41.0015,0,1,0,9.0,0.0,7.649,0.9818,22.2248,23,0,41.1234,2,0,0,24.0,0.0,8.0515,0.5628,32.1394,17,0,33.3533,3,0,0,0.0,0.0,-17,-18.8668,0.4025,-2.368,13.9338,-8.6141,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_570,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,570.0,0.0,0.0,0,0.0,0,0.0,9,9,7.649,4.3629,11.0498,44,0,38.9104,2,0,0,24.0,0.0,7.649,1.2037,40.0129,26,0,33.1409,3,0,0,0.0,0.0,7.649,1.2238,19.0366,13,0,41.0015,0,1,0,9.0,0.0,7.649,0.9818,22.2248,23,0,41.1234,2,0,0,24.0,0.0,8.0515,0.5628,32.1394,17,0,33.3533,3,0,0,0.0,0.0,8.0529,1.337,25.1873,26,0,41.859,0,1,0,9.0,0.0,-26,0.4039,0.4039,-3.0259,14.1375,2.9486,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_600,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,600.0,0.0,0.0,0,0.0,0,0.0,4,4,7.649,1.2037,40.0129,26,0,33.1409,3,0,0,0.0,0.0,7.649,1.2238,19.0366,13,0,41.0015,0,1,0,9.0,0.0,7.649,0.9818,22.2248,23,0,41.1234,2,0,0,24.0,0.0,8.0515,0.5628,32.1394,17,0,33.3533,3,0,0,0.0,0.0,8.0529,1.337,25.1873,26,0,41.859,0,1,0,9.0,0.0,7.649,1.7846,13.8346,24,0,41.8052,2,0,0,24.0,0.0,-24,0.0,-0.4025,0.5809,-26.1783,8.6643,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_630,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,630.0,0.0,0.0,0,0.0,0,0.0,6,6,7.649,1.2238,19.0366,13,0,41.0015,0,1,0,9.0,0.0,7.649,0.9818,22.2248,23,0,41.1234,2,0,0,24.0,0.0,8.0515,0.5628,32.1394,17,0,33.3533,3,0,0,0.0,0.0,8.0529,1.337,25.1873,26,0,41.859,0,1,0,9.0,0.0,7.649,1.7846,13.8346,24,0,41.8052,2,0,0,24.0,0.0,7.6471,0.9756,23.7504,9,0,35.7263,3,0,0,0.0,0.0,-9,-0.0019,-0.4058,-0.2482,4.7138,-5.2752,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_660,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,660.0,0.0,0.0,0,0.0,0,0.0,6,6,7.649,0.9818,22.2248,23,0,41.1234,2,0,0,24.0,0.0,8.0515,0.5628,32.1394,17,0,33.3533,3,0,0,0.0,0.0,8.0529,1.337,25.1873,26,0,41.859,0,1,0,9.0,0.0,7.649,1.7846,13.8346,24,0,41.8052,2,0,0,24.0,0.0,7.6471,0.9756,23.7504,9,0,35.7263,3,0,0,0.0,0.0,7.6471,0.0031,20.502,24,0,42.3198,0,1,0,9.0,0.0,-24,-0.0019,-0.0019,-0.9787,-1.7228,1.1964,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_690,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,690.0,0.0,0.0,0,0.0,0,0.0,3,3,8.0515,0.5628,32.1394,17,0,33.3533,3,0,0,0.0,0.0,8.0529,1.337,25.1873,26,0,41.859,0,1,0,9.0,0.0,7.649,1.7846,13.8346,24,0,41.8052,2,0,0,24.0,0.0,7.6471,0.9756,23.7504,9,0,35.7263,3,0,0,0.0,0.0,7.6471,0.0031,20.502,24,0,42.3198,0,1,0,9.0,0.0,7.6471,0.0,16.6484,19,0,42.2042,2,0,0,24.0,0.0,-19,-0.4044,0.0,-0.5628,-15.491,8.8509,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_720,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,720.0,0.0,0.0,0,0.0,0,0.0,3,3,8.0529,1.337,25.1873,26,0,41.859,0,1,0,9.0,0.0,7.649,1.7846,13.8346,24,0,41.8052,2,0,0,24.0,0.0,7.6471,0.9756,23.7504,9,0,35.7263,3,0,0,0.0,0.0,7.6471,0.0031,20.502,24,0,42.3198,0,1,0,9.0,0.0,7.6471,0.0,16.6484,19,0,42.2042,2,0,0,24.0,0.0,7.6471,0.0,16.6484,22,0,43.1963,3,0,0,0.0,0.0,-22,-0.4058,0.0,-1.337,-8.5389,1.3373,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_750,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,750.0,0.0,0.0,0,0.0,0,0.0,1,0,7.649,1.7846,13.8346,24,0,41.8052,2,0,0,24.0,0.0,7.6471,0.9756,23.7504,9,0,35.7263,3,0,0,0.0,0.0,7.6471,0.0031,20.502,24,0,42.3198,0,1,0,9.0,0.0,7.6471,0.0,16.6484,19,0,42.2042,2,0,0,24.0,0.0,7.6471,0.0,16.6484,22,0,43.1963,3,0,0,0.0,0.0,0.0,0.4215,1.1836,28,0,40.5113,0,1,0,9.0,0.0,-28,-7.649,-7.6471,-1.3631,-12.651,-1.2939,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_780,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,780.0,0.0,0.0,0,0.0,0,0.0,0,0,7.6471,0.9756,23.7504,9,0,35.7263,3,0,0,0.0,0.0,7.6471,0.0031,20.502,24,0,42.3198,0,1,0,9.0,0.0,7.6471,0.0,16.6484,19,0,42.2042,2,0,0,24.0,0.0,7.6471,0.0,16.6484,22,0,43.1963,3,0,0,0.0,0.0,0.0,0.4215,1.1836,28,0,40.5113,0,1,0,9.0,0.0,0.0,0.0,0.0,22,0,40.5063,2,0,0,24.0,0.0,-22,-7.6471,-7.6471,-0.9756,-23.7504,4.78,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_810,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,810.0,0.0,0.0,0,0.0,0,0.0,0,0,7.6471,0.0031,20.502,24,0,42.3198,0,1,0,9.0,0.0,7.6471,0.0,16.6484,19,0,42.2042,2,0,0,24.0,0.0,7.6471,0.0,16.6484,22,0,43.1963,3,0,0,0.0,0.0,0.0,0.4215,1.1836,28,0,40.5113,0,1,0,9.0,0.0,0.0,0.0,0.0,22,0,40.5063,2,0,0,24.0,0.0,0.0,0.0,0.0,26,0,38.3347,3,0,0,0.0,0.0,-26,-7.6471,0.0,-0.0031,-20.502,-3.9851,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_840,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,840.0,0.0,0.0,0,0.0,0,0.0,0,0,7.6471,0.0,16.6484,19,0,42.2042,2,0,0,24.0,0.0,7.6471,0.0,16.6484,22,0,43.1963,3,0,0,0.0,0.0,0.0,0.4215,1.1836,28,0,40.5113,0,1,0,9.0,0.0,0.0,0.0,0.0,22,0,40.5063,2,0,0,24.0,0.0,0.0,0.0,0.0,26,0,38.3347,3,0,0,0.0,0.0,0.0,0.0,0.0,19,0,35.0208,0,1,0,9.0,0.0,-19,-7.6471,0.0,0.0,-16.6484,-7.1834,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_870,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,870.0,0.0,0.0,0,0.0,0,0.0,0,0,7.6471,0.0,16.6484,22,0,43.1963,3,0,0,0.0,0.0,0.0,0.4215,1.1836,28,0,40.5113,0,1,0,9.0,0.0,0.0,0.0,0.0,22,0,40.5063,2,0,0,24.0,0.0,0.0,0.0,0.0,26,0,38.3347,3,0,0,0.0,0.0,0.0,0.0,0.0,19,0,35.0208,0,1,0,9.0,0.0,0.0,0.0,0.0,13,0,35.7106,2,0,0,24.0,0.0,-13,-7.6471,0.0,0.0,-16.6484,-7.4857,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_900,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,900.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.4215,1.1836,28,0,40.5113,0,1,0,9.0,0.0,0.0,0.0,0.0,22,0,40.5063,2,0,0,24.0,0.0,0.0,0.0,0.0,26,0,38.3347,3,0,0,0.0,0.0,0.0,0.0,0.0,19,0,35.0208,0,1,0,9.0,0.0,0.0,0.0,0.0,13,0,35.7106,2,0,0,24.0,0.0,0.0,0.0,0.0,14,0,34.2465,3,0,0,0.0,0.0,-14,0.0,0.0,-0.4215,-1.1836,-6.2648,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_930,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,930.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,22,0,40.5063,2,0,0,24.0,0.0,0.0,0.0,0.0,26,0,38.3347,3,0,0,0.0,0.0,0.0,0.0,0.0,19,0,35.0208,0,1,0,9.0,0.0,0.0,0.0,0.0,13,0,35.7106,2,0,0,24.0,0.0,0.0,0.0,0.0,14,0,34.2465,3,0,0,0.0,0.0,0.0,0.0,0.0,12,0,32.3671,0,1,0,9.0,0.0,-12,0.0,0.0,0.0,0.0,-8.1392,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_960,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,960.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,26,0,38.3347,3,0,0,0.0,0.0,0.0,0.0,0.0,19,0,35.0208,0,1,0,9.0,0.0,0.0,0.0,0.0,13,0,35.7106,2,0,0,24.0,0.0,0.0,0.0,0.0,14,0,34.2465,3,0,0,0.0,0.0,0.0,0.0,0.0,12,0,32.3671,0,1,0,9.0,0.0,0.0,0.0,0.0,12,0,32.3052,2,0,0,24.0,0.0,-12,0.0,0.0,0.0,0.0,-6.0295,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_990,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,990.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,19,0,35.0208,0,1,0,9.0,0.0,0.0,0.0,0.0,13,0,35.7106,2,0,0,24.0,0.0,0.0,0.0,0.0,14,0,34.2465,3,0,0,0.0,0.0,0.0,0.0,0.0,12,0,32.3671,0,1,0,9.0,0.0,0.0,0.0,0.0,12,0,32.3052,2,0,0,24.0,0.0,0.0,0.0,0.0,11,0,36.1885,3,0,0,0.0,0.0,-11,0.0,0.0,0.0,0.0,1.1677,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_1020,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,1020.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,13,0,35.7106,2,0,0,24.0,0.0,0.0,0.0,0.0,14,0,34.2465,3,0,0,0.0,0.0,0.0,0.0,0.0,12,0,32.3671,0,1,0,9.0,0.0,0.0,0.0,0.0,12,0,32.3052,2,0,0,24.0,0.0,0.0,0.0,0.0,11,0,36.1885,3,0,0,0.0,0.0,0.0,0.0,0.0,12,0,38.3272,0,1,0,9.0,0.0,-12,0.0,0.0,0.0,0.0,2.6166,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_1050,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,1050.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,14,0,34.2465,3,0,0,0.0,0.0,0.0,0.0,0.0,12,0,32.3671,0,1,0,9.0,0.0,0.0,0.0,0.0,12,0,32.3052,2,0,0,24.0,0.0,0.0,0.0,0.0,11,0,36.1885,3,0,0,0.0,0.0,0.0,0.0,0.0,12,0,38.3272,0,1,0,9.0,0.0,0.0,0.0,0.0,14,0,39.1398,2,0,0,24.0,0.0,-14,0.0,0.0,0.0,0.0,4.8933,test
corridor_baseline_seed42_scale0.65_J1_SAN_SANGAM_1080,corridor_baseline_seed42_scale0.65,seed42_scale0_65,J1_SAN,SANGAM,1080.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,12,0,32.3671,0,1,0,9.0,0.0,0.0,0.0,0.0,12,0,32.3052,2,0,0,24.0,0.0,0.0,0.0,0.0,11,0,36.1885,3,0,0,0.0,0.0,0.0,0.0,0.0,12,0,38.3272,0,1,0,9.0,0.0,0.0,0.0,0.0,14,0,39.1398,2,0,0,24.0,0.0,0.0,0.0,0.0,15,0,36.2179,3,0,0,0.0,0.0,-15,0.0,0.0,0.0,0.0,3.8508,test
