id,recorded_at,scenario_id,simulation_time_s,junction_id,queue_length_m,vehicle_count,avg_speed_kmh,queue_minus_5,queue_minus_10,queue_minus_15,queue_minus_20,target_queue_60s,queue_slope
2173,2026-09-01 08:20:23.727850,corridor_camera,25.0,cluster_13546492148_1838721956,5.0,1,0.0,5.0,0.0,0.0,0.0,25.0,0.25
2176,2026-09-01 08:20:23.736228,corridor_camera,30.0,cluster_13546492148_1838721956,5.0,1,0.0,5.0,5.0,0.0,0.0,25.0,0.25
2179,2026-09-01 08:20:23.744416,corridor_camera,35.0,cluster_13546492148_1838721956,10.0,2,0.0,5.0,5.0,5.0,0.0,0.0,0.5
2182,2026-09-01 08:20:23.752471,corridor_camera,40.0,cluster_13546492148_1838721956,10.0,2,0.0,10.0,5.0,5.0,5.0,5.0,0.25
2185,2026-09-01 08:20:23.760583,corridor_camera,45.0,cluster_13546492148_1838721956,10.0,2,0.0,10.0,10.0,5.0,5.0,10.0,0.25
2188,2026-09-01 08:20:23.769062,corridor_camera,50.0,cluster_13546492148_1838721956,0.0,2,9.351503513772744,10.0,10.0,10.0,5.0,15.0,-0.25
2191,2026-09-01 08:20:23.778041,corridor_camera,55.0,cluster_13546492148_1838721956,10.0,2,0.00023644652368175388,0.0,10.0,10.0,10.0,15.0,0.0
2194,2026-09-01 08:20:23.787527,corridor_camera,60.0,cluster_13546492148_1838721956,15.0,3,0.07157172675316993,10.0,0.0,10.0,10.0,20.0,0.25
2197,2026-09-01 08:20:23.796640,corridor_camera,65.0,cluster_13546492148_1838721956,15.0,3,0.0,15.0,10.0,0.0,10.0,20.0,0.25
2200,2026-09-01 08:20:23.806383,corridor_camera,70.0,cluster_13546492148_1838721956,15.0,4,0.3554972830560125,15.0,15.0,10.0,0.0,25.0,0.75
2203,2026-09-01 08:20:23.815978,corridor_camera,75.0,cluster_13546492148_1838721956,20.0,4,0.0,15.0,15.0,15.0,10.0,25.0,0.5
2206,2026-09-01 08:20:23.825890,corridor_camera,80.0,cluster_13546492148_1838721956,20.0,5,2.742762041394539,20.0,15.0,15.0,15.0,0.0,0.25
2209,2026-09-01 08:20:23.837475,corridor_camera,85.0,cluster_13546492148_1838721956,25.0,5,0.013303570996377067,20.0,20.0,15.0,15.0,5.0,0.5
2212,2026-09-01 08:20:23.849186,corridor_camera,90.0,cluster_13546492148_1838721956,25.0,5,0.0,25.0,20.0,20.0,15.0,5.0,0.5
2215,2026-09-01 08:20:23.860693,corridor_camera,95.0,cluster_13546492148_1838721956,0.0,2,6.1705679888927065,25.0,25.0,20.0,20.0,10.0,-1.0
2218,2026-09-01 08:20:23.872120,corridor_camera,100.0,cluster_13546492148_1838721956,5.0,2,2.6467658461431736,0.0,25.0,25.0,20.0,20.0,-0.75
2221,2026-09-01 08:20:23.882844,corridor_camera,105.0,cluster_13546492148_1838721956,10.0,2,0.0,5.0,0.0,25.0,25.0,30.0,-0.75
2224,2026-09-01 08:20:23.894013,corridor_camera,110.0,cluster_13546492148_1838721956,15.0,3,0.045214598685837715,10.0,5.0,0.0,25.0,35.0,-0.5
2227,2026-09-01 08:20:23.904412,corridor_camera,115.0,cluster_13546492148_1838721956,15.0,3,0.0,15.0,10.0,5.0,0.0,40.0,0.75
2230,2026-09-01 08:20:23.914518,corridor_camera,120.0,cluster_13546492148_1838721956,20.0,4,0.019301519402724527,15.0,15.0,10.0,5.0,50.0,0.75
2233,2026-09-01 08:20:23.925673,corridor_camera,125.0,cluster_13546492148_1838721956,20.0,4,0.0,20.0,15.0,15.0,10.0,10.0,0.5
2236,2026-09-01 08:20:23.936578,corridor_camera,130.0,cluster_13546492148_1838721956,25.0,5,0.06371928734399702,20.0,20.0,15.0,15.0,15.0,0.5
2239,2026-09-01 08:20:23.948055,corridor_camera,135.0,cluster_13546492148_1838721956,25.0,5,0.0003900726664533824,25.0,20.0,20.0,15.0,25.0,0.5
2242,2026-09-01 08:20:23.959895,corridor_camera,140.0,cluster_13546492148_1838721956,0.0,0,0.0,25.0,25.0,20.0,20.0,15.0,-1.0
2245,2026-09-01 08:20:23.972881,corridor_camera,145.0,cluster_13546492148_1838721956,5.0,1,0.0,0.0,25.0,25.0,20.0,20.0,-0.75
2248,2026-09-01 08:20:23.986529,corridor_camera,150.0,cluster_13546492148_1838721956,5.0,2,0.5287191598572741,5.0,0.0,25.0,25.0,25.0,-1.0
2251,2026-09-01 08:20:24.000005,corridor_camera,155.0,cluster_13546492148_1838721956,10.0,4,2.0652351907885254,5.0,5.0,0.0,25.0,25.0,-0.75
2254,2026-09-01 08:20:24.014872,corridor_camera,160.0,cluster_13546492148_1838721956,20.0,6,0.42227960509944945,10.0,5.0,5.0,0.0,35.0,1.0
2257,2026-09-01 08:20:24.029035,corridor_camera,165.0,cluster_13546492148_1838721956,30.0,7,2.3850084704533083,20.0,10.0,5.0,5.0,45.0,1.25
2260,2026-09-01 08:20:24.044481,corridor_camera,170.0,cluster_13546492148_1838721956,35.0,9,7.122702471823459,30.0,20.0,10.0,5.0,30.0,1.5
2263,2026-09-01 08:20:24.061705,corridor_camera,175.0,cluster_13546492148_1838721956,40.0,9,0.16215674117865153,35.0,30.0,20.0,10.0,25.0,1.5
2266,2026-09-01 08:20:24.077746,corridor_camera,180.0,cluster_13546492148_1838721956,50.0,10,0.0006150695935072008,40.0,35.0,30.0,20.0,30.0,1.5
2269,2026-09-01 08:20:24.095798,corridor_camera,185.0,cluster_13546492148_1838721956,10.0,5,3.497438216820611,50.0,40.0,35.0,30.0,25.0,-1.0
2272,2026-09-01 08:20:24.113695,corridor_camera,190.0,cluster_13546492148_1838721956,15.0,3,0.0,10.0,50.0,40.0,35.0,25.0,-1.0
2275,2026-09-01 08:20:24.132466,corridor_camera,195.0,cluster_13546492148_1838721956,25.0,6,0.9677406492503794,15.0,10.0,50.0,40.0,25.0,-0.75
2278,2026-09-01 08:20:24.152020,corridor_camera,200.0,cluster_13546492148_1838721956,15.0,5,2.590473101129254,25.0,15.0,10.0,50.0,25.0,-1.75
2281,2026-09-01 08:20:24.171447,corridor_camera,205.0,cluster_13546492148_1838721956,20.0,6,1.6787039687141974,15.0,25.0,15.0,10.0,25.0,0.5
2284,2026-09-01 08:20:24.191060,corridor_camera,210.0,cluster_13546492148_1838721956,25.0,5,0.0,20.0,15.0,25.0,15.0,25.0,0.5
2287,2026-09-01 08:20:24.211484,corridor_camera,215.0,cluster_13546492148_1838721956,25.0,8,2.7908314445058657,25.0,20.0,15.0,25.0,5.0,0.0
2290,2026-09-01 08:20:24.230824,corridor_camera,220.0,cluster_13546492148_1838721956,35.0,8,1.0079400468595536,25.0,25.0,20.0,15.0,10.0,1.0
2293,2026-09-01 08:20:24.249330,corridor_camera,225.0,cluster_13546492148_1838721956,45.0,10,2.422893158931217,35.0,25.0,25.0,20.0,15.0,1.25
2296,2026-09-01 08:20:24.268478,corridor_camera,230.0,cluster_13546492148_1838721956,30.0,7,1.1708826229308709,45.0,35.0,25.0,25.0,20.0,0.25
2299,2026-09-01 08:20:24.290135,corridor_camera,235.0,cluster_13546492148_1838721956,25.0,6,0.27724755852237953,30.0,45.0,35.0,25.0,15.0,0.0
2302,2026-09-01 08:20:24.312915,corridor_camera,240.0,cluster_13546492148_1838721956,30.0,6,0.0,25.0,30.0,45.0,35.0,25.0,-0.25
2305,2026-09-01 08:20:24.335945,corridor_camera,245.0,cluster_13546492148_1838721956,25.0,6,4.5595319630283795,30.0,25.0,30.0,45.0,15.0,-1.0
2308,2026-09-01 08:20:24.359556,corridor_camera,250.0,cluster_13546492148_1838721956,25.0,5,0.0,25.0,30.0,25.0,30.0,25.0,-0.25
2311,2026-09-01 08:20:24.384296,corridor_camera,255.0,cluster_13546492148_1838721956,25.0,5,0.0,25.0,25.0,30.0,25.0,55.0,0.0
2314,2026-09-01 08:20:24.409320,corridor_camera,260.0,cluster_13546492148_1838721956,25.0,5,0.0,25.0,25.0,25.0,30.0,50.0,-0.25
2317,2026-09-01 08:20:24.434425,corridor_camera,265.0,cluster_13546492148_1838721956,25.0,5,0.0,25.0,25.0,25.0,25.0,40.0,0.0
2320,2026-09-01 08:20:24.460052,corridor_camera,270.0,cluster_13546492148_1838721956,25.0,5,0.0,25.0,25.0,25.0,25.0,35.0,0.0
2323,2026-09-01 08:20:24.486167,corridor_camera,275.0,cluster_13546492148_1838721956,5.0,3,8.289083974761182,25.0,25.0,25.0,25.0,45.0,-1.0
2326,2026-09-01 08:20:24.512314,corridor_camera,280.0,cluster_13546492148_1838721956,10.0,5,10.740726128445424,5.0,25.0,25.0,25.0,50.0,-0.75
2329,2026-09-01 08:20:24.538067,corridor_camera,285.0,cluster_13546492148_1838721956,15.0,5,2.6766357921045003,10.0,5.0,25.0,25.0,50.0,-0.5
2332,2026-09-01 08:20:24.563620,corridor_camera,290.0,cluster_13546492148_1838721956,20.0,6,6.565883001963092,15.0,10.0,5.0,25.0,50.0,-0.25
2335,2026-09-01 08:20:24.588750,corridor_camera,295.0,cluster_13546492148_1838721956,15.0,6,5.1357705925372725,20.0,15.0,10.0,5.0,50.0,0.5
2338,2026-09-01 08:20:24.613264,corridor_camera,300.0,cluster_13546492148_1838721956,25.0,6,0.6021845762617886,15.0,20.0,15.0,10.0,60.0,0.75
2341,2026-09-01 08:20:24.639423,corridor_camera,305.0,cluster_13546492148_1838721956,15.0,6,7.872859112586813,25.0,15.0,20.0,15.0,45.0,0.0
2344,2026-09-01 08:20:24.665089,corridor_camera,310.0,cluster_13546492148_1838721956,25.0,7,4.828003768765094,15.0,25.0,15.0,20.0,35.0,0.25
2347,2026-09-01 08:20:24.691821,corridor_camera,315.0,cluster_13546492148_1838721956,55.0,12,0.12252847690807162,25.0,15.0,25.0,15.0,40.0,2.0
2350,2026-09-01 08:20:24.719212,corridor_camera,320.0,cluster_13546492148_1838721956,50.0,10,0.0005631499682908169,55.0,25.0,15.0,25.0,45.0,1.25
2353,2026-09-01 08:20:24.746811,corridor_camera,325.0,cluster_13546492148_1838721956,40.0,10,1.4467297996422714,50.0,55.0,25.0,15.0,45.0,1.25
2356,2026-09-01 08:20:24.775199,corridor_camera,330.0,cluster_13546492148_1838721956,35.0,10,1.7018477244199588,40.0,50.0,55.0,25.0,45.0,0.5
2359,2026-09-01 08:20:24.804291,corridor_camera,335.0,cluster_13546492148_1838721956,45.0,11,2.9703164213453954,35.0,40.0,50.0,55.0,45.0,-0.5
2362,2026-09-01 08:20:24.833956,corridor_camera,340.0,cluster_13546492148_1838721956,50.0,11,1.6089181310099407,45.0,35.0,40.0,50.0,45.0,0.0
2365,2026-09-01 08:20:24.863274,corridor_camera,345.0,cluster_13546492148_1838721956,50.0,11,1.9369216303491954,50.0,45.0,35.0,40.0,55.0,0.5
2368,2026-09-01 08:20:24.891972,corridor_camera,350.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,45.0,35.0,55.0,0.75
2371,2026-09-01 08:20:24.924272,corridor_camera,355.0,cluster_13546492148_1838721956,50.0,11,0.9776016881981718,50.0,50.0,50.0,45.0,55.0,0.25
2374,2026-09-01 08:20:24.956743,corridor_camera,360.0,cluster_13546492148_1838721956,60.0,12,0.0,50.0,50.0,50.0,50.0,55.0,0.5
2377,2026-09-01 08:20:24.989390,corridor_camera,365.0,cluster_13546492148_1838721956,45.0,10,0.9333430360792441,60.0,50.0,50.0,50.0,55.0,-0.25
2380,2026-09-01 08:20:25.022107,corridor_camera,370.0,cluster_13546492148_1838721956,35.0,9,1.4006813159044642,45.0,60.0,50.0,50.0,55.0,-0.75
2383,2026-09-01 08:20:25.055044,corridor_camera,375.0,cluster_13546492148_1838721956,40.0,10,2.5832009671196796,35.0,45.0,60.0,50.0,55.0,-0.5
2386,2026-09-01 08:20:25.088462,corridor_camera,380.0,cluster_13546492148_1838721956,45.0,10,1.0306858393564795,40.0,35.0,45.0,60.0,55.0,-0.75
2389,2026-09-01 08:20:25.121012,corridor_camera,385.0,cluster_13546492148_1838721956,45.0,9,0.0,45.0,40.0,35.0,45.0,55.0,0.0
2392,2026-09-01 08:20:25.154295,corridor_camera,390.0,cluster_13546492148_1838721956,45.0,11,3.6130231571996694,45.0,45.0,40.0,35.0,55.0,0.5
2395,2026-09-01 08:20:25.188482,corridor_camera,395.0,cluster_13546492148_1838721956,45.0,9,0.0,45.0,45.0,45.0,40.0,50.0,0.25
2398,2026-09-01 08:20:25.223197,corridor_camera,400.0,cluster_13546492148_1838721956,45.0,10,2.549267776450875,45.0,45.0,45.0,45.0,50.0,0.0
2401,2026-09-01 08:20:25.257896,corridor_camera,405.0,cluster_13546492148_1838721956,55.0,11,0.0,45.0,45.0,45.0,45.0,50.0,0.5
2404,2026-09-01 08:20:25.293308,corridor_camera,410.0,cluster_13546492148_1838721956,55.0,11,0.0,55.0,45.0,45.0,45.0,50.0,0.5
2407,2026-09-01 08:20:25.328778,corridor_camera,415.0,cluster_13546492148_1838721956,55.0,11,0.0,55.0,55.0,45.0,45.0,50.0,0.5
2410,2026-09-01 08:20:25.363917,corridor_camera,420.0,cluster_13546492148_1838721956,55.0,11,0.0,55.0,55.0,55.0,45.0,50.0,0.5
2413,2026-09-01 08:20:25.399754,corridor_camera,425.0,cluster_13546492148_1838721956,55.0,11,0.0,55.0,55.0,55.0,55.0,50.0,0.0
2416,2026-09-01 08:20:25.436413,corridor_camera,430.0,cluster_13546492148_1838721956,55.0,11,0.0,55.0,55.0,55.0,55.0,50.0,0.0
2419,2026-09-01 08:20:25.474106,corridor_camera,435.0,cluster_13546492148_1838721956,55.0,11,0.0,55.0,55.0,55.0,55.0,50.0,0.0
2422,2026-09-01 08:20:25.510571,corridor_camera,440.0,cluster_13546492148_1838721956,55.0,11,0.0,55.0,55.0,55.0,55.0,50.0,0.0
2425,2026-09-01 08:20:25.547324,corridor_camera,445.0,cluster_13546492148_1838721956,55.0,11,0.0,55.0,55.0,55.0,55.0,50.0,0.0
2428,2026-09-01 08:20:25.583593,corridor_camera,450.0,cluster_13546492148_1838721956,55.0,11,0.0,55.0,55.0,55.0,55.0,50.0,0.0
2431,2026-09-01 08:20:25.619935,corridor_camera,455.0,cluster_13546492148_1838721956,50.0,10,0.0,55.0,55.0,55.0,55.0,50.0,-0.25
2434,2026-09-01 08:20:25.657394,corridor_camera,460.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,55.0,55.0,55.0,50.0,-0.25
2437,2026-09-01 08:20:25.694162,corridor_camera,465.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,55.0,55.0,50.0,-0.25
2440,2026-09-01 08:20:25.729873,corridor_camera,470.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,55.0,50.0,-0.25
2443,2026-09-01 08:20:25.765312,corridor_camera,475.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2446,2026-09-01 08:20:25.816560,corridor_camera,480.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2449,2026-09-01 08:20:25.853773,corridor_camera,485.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2452,2026-09-01 08:20:25.894529,corridor_camera,490.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2455,2026-09-01 08:20:25.930850,corridor_camera,495.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2458,2026-09-01 08:20:25.966941,corridor_camera,500.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2461,2026-09-01 08:20:26.002980,corridor_camera,505.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2464,2026-09-01 08:20:26.038998,corridor_camera,510.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2467,2026-09-01 08:20:26.075243,corridor_camera,515.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2470,2026-09-01 08:20:26.112116,corridor_camera,520.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2473,2026-09-01 08:20:26.147986,corridor_camera,525.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2476,2026-09-01 08:20:26.184096,corridor_camera,530.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2479,2026-09-01 08:20:26.219514,corridor_camera,535.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2482,2026-09-01 08:20:26.254840,corridor_camera,540.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2485,2026-09-01 08:20:26.290581,corridor_camera,545.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2488,2026-09-01 08:20:26.325524,corridor_camera,550.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2491,2026-09-01 08:20:26.358843,corridor_camera,555.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,45.0,0.0
2494,2026-09-01 08:20:26.392485,corridor_camera,560.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,30.0,0.0
2497,2026-09-01 08:20:26.426026,corridor_camera,565.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,30.0,0.0
2500,2026-09-01 08:20:26.459416,corridor_camera,570.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,35.0,0.0
2503,2026-09-01 08:20:26.492972,corridor_camera,575.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,40.0,0.0
2506,2026-09-01 08:20:26.526660,corridor_camera,580.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2509,2026-09-01 08:20:26.560493,corridor_camera,585.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2512,2026-09-01 08:20:26.594084,corridor_camera,590.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2515,2026-09-01 08:20:26.627776,corridor_camera,595.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2518,2026-09-01 08:20:26.661124,corridor_camera,600.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2521,2026-09-01 08:20:26.693836,corridor_camera,605.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2524,2026-09-01 08:20:26.726473,corridor_camera,610.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2527,2026-09-01 08:20:26.758782,corridor_camera,615.0,cluster_13546492148_1838721956,45.0,9,0.0,50.0,50.0,50.0,50.0,50.0,-0.25
2530,2026-09-01 08:20:26.790660,corridor_camera,620.0,cluster_13546492148_1838721956,30.0,7,1.0740447678137302,45.0,50.0,50.0,50.0,40.0,-1.0
2533,2026-09-01 08:20:26.823097,corridor_camera,625.0,cluster_13546492148_1838721956,30.0,6,0.0,30.0,45.0,50.0,50.0,40.0,-1.0
2536,2026-09-01 08:20:26.855844,corridor_camera,630.0,cluster_13546492148_1838721956,35.0,8,0.9478261639954831,30.0,30.0,45.0,50.0,40.0,-0.75
2539,2026-09-01 08:20:26.889178,corridor_camera,635.0,cluster_13546492148_1838721956,40.0,9,0.08009047684809666,35.0,30.0,30.0,45.0,40.0,-0.25
2542,2026-09-01 08:20:26.921605,corridor_camera,640.0,cluster_13546492148_1838721956,50.0,10,0.0,40.0,35.0,30.0,30.0,35.0,1.0
2545,2026-09-01 08:20:26.953164,corridor_camera,645.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,40.0,35.0,30.0,30.0,1.0
2548,2026-09-01 08:20:26.984129,corridor_camera,650.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,40.0,35.0,25.0,0.75
2551,2026-09-01 08:20:27.014842,corridor_camera,655.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,40.0,35.0,0.5
2554,2026-09-01 08:20:27.045277,corridor_camera,660.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,55.0,0.0
2557,2026-09-01 08:20:27.076083,corridor_camera,665.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,50.0,0.0
2560,2026-09-01 08:20:27.107177,corridor_camera,670.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,45.0,0.0
2563,2026-09-01 08:20:27.138299,corridor_camera,675.0,cluster_13546492148_1838721956,50.0,10,0.0,50.0,50.0,50.0,50.0,45.0,0.0
2174,2026-09-01 08:20:23.727851,corridor_camera,25.0,cluster_2061304035_245647208,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
2177,2026-09-01 08:20:23.736230,corridor_camera,30.0,cluster_2061304035_245647208,0.0,2,30.54160982579196,0.0,0.0,0.0,0.0,20.0,0.0
2180,2026-09-01 08:20:23.744417,corridor_camera,35.0,cluster_2061304035_245647208,0.0,1,57.826543566017406,0.0,0.0,0.0,0.0,0.0,0.0
2183,2026-09-01 08:20:23.752472,corridor_camera,40.0,cluster_2061304035_245647208,0.0,1,38.940634016124335,0.0,0.0,0.0,0.0,0.0,0.0
2186,2026-09-01 08:20:23.760584,corridor_camera,45.0,cluster_2061304035_245647208,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2189,2026-09-01 08:20:23.769066,corridor_camera,50.0,cluster_2061304035_245647208,5.0,3,26.48761178899448,5.0,0.0,0.0,0.0,0.0,0.25
2192,2026-09-01 08:20:23.778044,corridor_camera,55.0,cluster_2061304035_245647208,5.0,2,0.19053028298036684,5.0,5.0,0.0,0.0,0.0,0.25
2195,2026-09-01 08:20:23.787528,corridor_camera,60.0,cluster_2061304035_245647208,10.0,2,0.0,5.0,5.0,5.0,0.0,0.0,0.5
2198,2026-09-01 08:20:23.796641,corridor_camera,65.0,cluster_2061304035_245647208,10.0,4,18.026110852737528,10.0,5.0,5.0,5.0,0.0,0.25
2201,2026-09-01 08:20:23.806384,corridor_camera,70.0,cluster_2061304035_245647208,15.0,5,9.090413845251318,10.0,10.0,5.0,5.0,0.0,0.5
2204,2026-09-01 08:20:23.815979,corridor_camera,75.0,cluster_2061304035_245647208,15.0,5,15.613901648972746,15.0,10.0,10.0,5.0,5.0,0.5
2207,2026-09-01 08:20:23.825891,corridor_camera,80.0,cluster_2061304035_245647208,15.0,4,2.9844258363281226,15.0,15.0,10.0,10.0,5.0,0.25
2210,2026-09-01 08:20:23.837476,corridor_camera,85.0,cluster_2061304035_245647208,20.0,5,10.420532746210228,15.0,15.0,15.0,10.0,10.0,0.5
2213,2026-09-01 08:20:23.849187,corridor_camera,90.0,cluster_2061304035_245647208,20.0,5,4.540213146332803,20.0,15.0,15.0,15.0,15.0,0.25
2216,2026-09-01 08:20:23.860694,corridor_camera,95.0,cluster_2061304035_245647208,0.0,1,15.877403222112225,20.0,20.0,15.0,15.0,15.0,-0.75
2219,2026-09-01 08:20:23.872120,corridor_camera,100.0,cluster_2061304035_245647208,0.0,2,36.54602757786928,0.0,20.0,20.0,15.0,20.0,-0.75
2222,2026-09-01 08:20:23.882845,corridor_camera,105.0,cluster_2061304035_245647208,0.0,0,0.0,0.0,0.0,20.0,20.0,25.0,-1.0
2225,2026-09-01 08:20:23.894014,corridor_camera,110.0,cluster_2061304035_245647208,0.0,5,50.08031591013108,0.0,0.0,0.0,20.0,30.0,-1.0
2228,2026-09-01 08:20:23.904414,corridor_camera,115.0,cluster_2061304035_245647208,0.0,3,41.98870778942868,0.0,0.0,0.0,0.0,30.0,0.0
2231,2026-09-01 08:20:23.914519,corridor_camera,120.0,cluster_2061304035_245647208,0.0,4,33.64492642647462,0.0,0.0,0.0,0.0,35.0,0.0
2234,2026-09-01 08:20:23.925674,corridor_camera,125.0,cluster_2061304035_245647208,0.0,7,27.608582773891886,0.0,0.0,0.0,0.0,0.0,0.0
2237,2026-09-01 08:20:23.936579,corridor_camera,130.0,cluster_2061304035_245647208,0.0,3,22.870063696540985,0.0,0.0,0.0,0.0,0.0,0.0
2240,2026-09-01 08:20:23.948056,corridor_camera,135.0,cluster_2061304035_245647208,5.0,3,33.45316574976486,0.0,0.0,0.0,0.0,0.0,0.25
2243,2026-09-01 08:20:23.959896,corridor_camera,140.0,cluster_2061304035_245647208,5.0,3,11.554674506443156,5.0,0.0,0.0,0.0,0.0,0.25
2246,2026-09-01 08:20:23.972882,corridor_camera,145.0,cluster_2061304035_245647208,10.0,3,3.6828642178241275,5.0,5.0,0.0,0.0,0.0,0.5
2249,2026-09-01 08:20:23.986530,corridor_camera,150.0,cluster_2061304035_245647208,15.0,4,9.860817257632993,10.0,5.0,5.0,0.0,0.0,0.75
2252,2026-09-01 08:20:24.000006,corridor_camera,155.0,cluster_2061304035_245647208,15.0,7,13.487112905735277,15.0,10.0,5.0,5.0,0.0,0.5
2255,2026-09-01 08:20:24.014874,corridor_camera,160.0,cluster_2061304035_245647208,20.0,7,8.998952193270272,15.0,15.0,10.0,5.0,0.0,0.75
2258,2026-09-01 08:20:24.029037,corridor_camera,165.0,cluster_2061304035_245647208,25.0,9,11.375225162130958,20.0,15.0,15.0,10.0,5.0,0.75
2261,2026-09-01 08:20:24.044483,corridor_camera,170.0,cluster_2061304035_245647208,30.0,9,7.465892989879917,25.0,20.0,15.0,15.0,10.0,0.75
2264,2026-09-01 08:20:24.061708,corridor_camera,175.0,cluster_2061304035_245647208,30.0,8,4.301772241596893,30.0,25.0,20.0,15.0,10.0,0.75
2267,2026-09-01 08:20:24.077748,corridor_camera,180.0,cluster_2061304035_245647208,35.0,9,8.069304566671805,30.0,30.0,25.0,20.0,15.0,0.75
2270,2026-09-01 08:20:24.095799,corridor_camera,185.0,cluster_2061304035_245647208,0.0,7,13.128147750681244,35.0,30.0,30.0,25.0,20.0,-1.25
2273,2026-09-01 08:20:24.113696,corridor_camera,190.0,cluster_2061304035_245647208,0.0,3,15.932796994832083,0.0,35.0,30.0,30.0,25.0,-1.5
2276,2026-09-01 08:20:24.132468,corridor_camera,195.0,cluster_2061304035_245647208,0.0,2,20.27913246331286,0.0,0.0,35.0,30.0,25.0,-1.5
2279,2026-09-01 08:20:24.152023,corridor_camera,200.0,cluster_2061304035_245647208,0.0,7,53.736421731264144,0.0,0.0,0.0,35.0,30.0,-1.75
2282,2026-09-01 08:20:24.171448,corridor_camera,205.0,cluster_2061304035_245647208,0.0,5,29.07044393916277,0.0,0.0,0.0,0.0,35.0,0.0
2285,2026-09-01 08:20:24.191062,corridor_camera,210.0,cluster_2061304035_245647208,0.0,3,35.801798469205885,0.0,0.0,0.0,0.0,40.0,0.0
2288,2026-09-01 08:20:24.211487,corridor_camera,215.0,cluster_2061304035_245647208,0.0,6,28.10783178121657,0.0,0.0,0.0,0.0,0.0,0.0
2291,2026-09-01 08:20:24.230827,corridor_camera,220.0,cluster_2061304035_245647208,0.0,3,28.483888806314038,0.0,0.0,0.0,0.0,0.0,0.0
2294,2026-09-01 08:20:24.249333,corridor_camera,225.0,cluster_2061304035_245647208,5.0,5,14.837361044419895,0.0,0.0,0.0,0.0,0.0,0.25
